id;text;has_family;has_name;has_passport;has_inn;has_snils;has_card;has_phone;has_url;has_marriage_cert;has_cadastral
150;Представитель Рожкова Вера предоставил свидетельство о браке 16-986709 и СНИЛС 481-160-499 84 для проверки договора.;1;1;0;0;1;0;0;0;1;0
151;Представитель Ирина Тарасовна предоставил свидетельство о браке 17-981205 и СНИЛС 791-386-015 61 для проверки договора.;1;1;0;0;1;0;0;0;1;0
152;Представитель Гусев Аполлон предоставил свидетельство о браке 24-507409 и СНИЛС 913-810-749 14 для проверки договора.;1;1;0;0;1;0;0;0;1;0
153;В обращении указаны паспорт 6523 275343, кадастровый номер 93:12:577820:2557, телефон +7-977-389-74-82 и URL https://lk.bank.ru/cabinet владельца Кузьминична Александра.;1;1;1;0;0;0;1;1;0;1
154;"В журнале регистраций брак подтверждён свидетельством 93-216728; контактные данные Викторовна Варвара и паспорт 7622 239742.";1;1;1;0;0;0;0;0;1;0
155;Представитель Иванна Даниловна предоставил свидетельство о браке 17-965748 и СНИЛС 283-599-940 00 для проверки договора.;1;1;0;0;1;0;0;0;1;0
156;Собственник Дьячкова Регина сообщил кадастровый номер 64:72:773684:409 и СНИЛС 194-534-195 97 для сверки в Росреестре.;1;1;0;0;1;0;0;0;0;1
157;Собственник Зоя Леоновна сообщил кадастровый номер 50:43:540798:7532 и СНИЛС 055-855-759 73 для сверки в Росреестре.;1;1;0;0;1;0;0;0;0;1
158;Собственник Никонова Евдокия сообщил кадастровый номер 96:19:362702:2853 и СНИЛС 681-498-025 28 для сверки в Росреестре.;1;1;0;0;1;0;0;0;0;1
159;В регистрационной форме указано: Белозерова Валерия, паспорт 5939 637168, телефон +7-949-278-73-82, URL личного кабинета https://lk.bank.ru/cabinet, СНИЛС 915-855-749 03.;1;1;1;0;1;0;1;1;0;0
160;В регистрационной форме указано: Миронов Олег, паспорт 7338 337355, телефон +7-911-517-69-79, URL личного кабинета https://www.bank.ru/cabinet, СНИЛС 217-429-220 38.;1;1;1;0;1;0;1;1;0;0
161;Анкета офиса: Александрович Изяслав, ИНН 220619019333, номер карты 9561 6225 6471 8559, контактный телефон +7-907-761-12-33, сайт https://lk.company.org/cabinet.;1;1;0;1;0;1;1;1;0;0
162;В регистрационной форме указано: Попова Евфросиния, паспорт 6638 862268, телефон +7-945-300-96-88, URL личного кабинета https://secure.bank.org/cabinet, СНИЛС 474-370-194 96.;1;1;1;0;1;0;1;1;0;0
163;Контакт Елисеевич Ерофей подтвердил перевод на карту 5921 2684 8563 7114 и прислал ИНН 190223116787 для квитанции.;1;1;0;1;0;1;0;0;0;0
164;Контакт Агафья Горбачева подтвердил перевод на карту 8376 5915 3820 1140 и прислал ИНН 398923132465 для квитанции.;1;1;0;1;0;1;0;0;0;0
165;"В журнале регистраций брак подтверждён свидетельством 43-215193; контактные данные Фадеевич Максимильян и паспорт 4609 486715.";1;1;1;0;0;0;0;0;1;0
166;Контакт Юлианович Пимен подтвердил перевод на карту 7780 4579 7251 8407 и прислал ИНН 729350979344 для квитанции.;1;1;0;1;0;1;0;0;0;0
167;Контакт Василиса Соловьева подтвердил перевод на карту 2008 4842 6483 3367 и прислал ИНН 337209451676 для квитанции.;1;1;0;1;0;1;0;0;0;0
168;Анкета офиса: Герасимович Софон, ИНН 360549469208, номер карты 3500 1154 6175 8080, контактный телефон +7-947-881-21-82, сайт https://portal.service.org/cabinet.;1;1;0;1;0;1;1;1;0;0
169;В обращении указаны паспорт 5182 769051, кадастровый номер 05:20:585060:1683, телефон +7-939-569-50-55 и URL https://secure.shop.ru/cabinet владельца Акулина Артемьева.;1;1;1;0;0;0;1;1;0;1
170;Представитель Романова Анна предоставил свидетельство о браке 55-443040 и СНИЛС 611-997-675 74 для проверки договора.;1;1;0;0;1;0;0;0;1;0
171;"В журнале регистраций брак подтверждён свидетельством 09-768961; контактные данные Маргарита Коновалова и паспорт 5045 482463.";1;1;1;0;0;0;0;0;1;0
172;Анкета офиса: Матвей Архипов, ИНН 854613087308, номер карты 8425 2786 3090 0712, контактный телефон +7-960-566-24-25, сайт https://www.company.ru/cabinet.;1;1;0;1;0;1;1;1;0;0
173;Агент Ивановна Ульяна сообщил о семейном статусе по свидетельству 26-828296, предоставил карту 6833 4400 9522 4265 и кадастровый номер 24:17:978484:1446.;1;1;0;0;0;1;0;0;1;1
174;Контакт Андрей Емельянов подтвердил перевод на карту 0080 2658 9347 5978 и прислал ИНН 439070547360 для квитанции.;1;1;0;1;0;1;0;0;0;0
175;В обращении указаны паспорт 2462 729274, кадастровый номер 85:19:121801:8948, телефон +7-917-936-94-62 и URL https://www.company.org/cabinet владельца Чеславович Авксентий.;1;1;1;0;0;0;1;1;0;1
176;Анкета офиса: Кузьминична Агафья, ИНН 460519085432, номер карты 0100 0908 9931 8781, контактный телефон +7-927-490-86-35, сайт https://www.shop.org/cabinet.;1;1;0;1;0;1;1;1;0;0
177;Собственник Евдоким Фролович сообщил кадастровый номер 02:79:553666:8147 и СНИЛС 613-662-808 10 для сверки в Росреестре.;1;1;0;0;1;0;0;0;0;1
178;В регистрационной форме указано: Фадеев Осип, паспорт 8337 748789, телефон +7-912-621-73-71, URL личного кабинета https://service.bank.org/cabinet, СНИЛС 765-016-767 88.;1;1;1;0;1;0;1;1;0;0
179;Сотрудник Лидия Власова проводит оплату по карте 9777 2659 7640 8385 через кабинет https://secure.company.com/cabinet и подтверждает заявку звонком на номер +7-913-238-51-53.;1;1;0;0;0;1;1;1;0;0
180;Сотрудник Милица Лапина проводит оплату по карте 9244 9287 8757 0302 через кабинет https://secure.bank.ru/cabinet и подтверждает заявку звонком на номер +7-983-469-15-10.;1;1;0;0;0;1;1;1;0;0
181;В обращении указаны паспорт 9309 510438, кадастровый номер 83:98:390549:4999, телефон +7-905-113-73-91 и URL https://lk.university.org/cabinet владельца Авдеевич Елисей.;1;1;1;0;0;0;1;1;0;1
182;Контакт Зоя Калашникова подтвердил перевод на карту 8348 3586 2673 6648 и прислал ИНН 740687354453 для квитанции.;1;1;0;1;0;1;0;0;0;0
183;"Клиент Никифоровна Кира идентифицирован по паспорту 1074 632563 и ИНН 943269834436; связь поддерживается по телефону +7-992-132-86-32.";1;1;1;1;0;0;1;0;0;0
184;В обращении указаны паспорт 4959 689538, кадастровый номер 34:20:678143:7113, телефон +7-908-242-69-86 и URL https://portal.university.com/cabinet владельца Алексеевна Ульяна.;1;1;1;0;0;0;1;1;0;1
185;Контакт Эрнест Русаков подтвердил перевод на карту 4555 3706 2728 1673 и прислал ИНН 510857383855 для квитанции.;1;1;0;1;0;1;0;0;0;0
186;"В журнале регистраций брак подтверждён свидетельством 91-858723; контактные данные Фролович Афиноген и паспорт 7136 543734.";1;1;1;0;0;0;0;0;1;0
187;Собственник Самойлова Олимпиада сообщил кадастровый номер 34:25:189213:8542 и СНИЛС 259-364-502 70 для сверки в Росреестре.;1;1;0;0;1;0;0;0;0;1
188;Контакт Яковлевна Евдокия подтвердил перевод на карту 3281 6291 0873 9221 и прислал ИНН 695310297711 для квитанции.;1;1;0;1;0;1;0;0;0;0
189;Анкета офиса: Денис Ларионов, ИНН 710529877074, номер карты 2683 8789 0345 0295, контактный телефон +7-906-110-32-10, сайт https://secure.university.com/cabinet.;1;1;0;1;0;1;1;1;0;0
190;В обращении указаны паспорт 1139 733955, кадастровый номер 71:95:306555:1259, телефон +7-906-992-50-22 и URL https://lk.bank.ru/cabinet владельца Аверьянович Эмиль.;1;1;1;0;0;0;1;1;0;1
191;Сотрудник Эдуардовна Акулина проводит оплату по карте 1410 7071 6348 5089 через кабинет https://lk.company.ru/cabinet и подтверждает заявку звонком на номер +7-905-123-55-26.;1;1;0;0;0;1;1;1;0;0
192;В регистрационной форме указано: Ярополк Фокич, паспорт 2318 752440, телефон +7-956-556-97-24, URL личного кабинета https://www.shop.com/cabinet, СНИЛС 561-927-671 30.;1;1;1;0;1;0;1;1;0;0
193;Агент Октябрина Кулакова сообщил о семейном статусе по свидетельству 50-428407, предоставил карту 4215 2483 1968 6364 и кадастровый номер 49:69:692840:6349.;1;1;0;0;0;1;0;0;1;1
194;Сотрудник Агафья Колобова проводит оплату по карте 2706 5934 1040 6291 через кабинет https://www.service.com/cabinet и подтверждает заявку звонком на номер +7-990-708-24-94.;1;1;0;0;0;1;1;1;0;0
195;В обращении указаны паспорт 9496 301934, кадастровый номер 28:81:939687:5135, телефон +7-976-158-50-30 и URL https://www.company.com/cabinet владельца Галина Лаврентьева.;1;1;1;0;0;0;1;1;0;1
196;Собственник Осипов Никон сообщил кадастровый номер 89:25:542070:1975 и СНИЛС 694-963-788 09 для сверки в Росреестре.;1;1;0;0;1;0;0;0;0;1
197;Контакт Валентина Доронина подтвердил перевод на карту 9981 2743 9225 5174 и прислал ИНН 985490049037 для квитанции.;1;1;0;1;0;1;0;0;0;0
198;Сотрудник Павловна Надежда проводит оплату по карте 3079 6859 0964 5987 через кабинет https://portal.shop.org/cabinet и подтверждает заявку звонком на номер +7-949-322-16-87.;1;1;0;0;0;1;1;1;0;0
199;Анкета офиса: Вилорович Бажен, ИНН 351668113397, номер карты 2224 1983 0632 3654, контактный телефон +7-937-111-33-49, сайт https://www.company.org/cabinet.;1;1;0;1;0;1;1;1;0;0
